display_id,assigned_tag_id,assigned_primary_tag,confidence,agent_reason,question_stem
"CMPL-091","tag_ma_complex_8","Geometry - Circle & Perpendicular Bisector","Medium","α and 1/ᾱ on two concentric circles about z0; modulus/circle relation to find |α|².","Let the complex numbers $\alpha$ and $\frac{1}{\bar{\alpha}}$ lie on the circles $|z - z_0|^2 = 4$ and $|z - z_0|^2 = 16$ respectively, where $z_0 = 1"
"CMPL-092","tag_ma_complex_8","Geometry - Circle & Perpendicular Bisector","Medium","|z|=1 condition fixes k via a relation, then max distance from a point to a circle.","Let $z$ be a complex number such that $|z| = 1$. If $\frac{2 + k^2 z}{k + ar{z}} = kz, k \in R$, then the maximum distance of $k + i k^2$ from the ci"
"CMPL-093","tag_ma_complex_11","Geometry - Mixed Problems","High","Equilateral triangle vertices with centroid; uses the equilateral identity Σ(z_k-z0)²=0.","If $z_1, z_2, z_3 \in C$ are the vertices of an equilateral triangle, whose centroid is $z_0$, then $\sum_{k=1}^3 (z_k - z_0)^2$ is equal to"
"CMPL-094","tag_ma_complex_8","Geometry - Circle & Perpendicular Bisector","Medium","Sum of two Re(...) conditions gives a circle locus; find center, radius.","If the locus of $z \in C$, such that $\text{Re}\left(\frac{z-1}{2z+i}\right) + \text{Re}\left(\frac{z-1}{2z-i}\right) = 2$ is a circle of radius $r$ a"
"CMPL-095","tag_ma_complex_10","Geometry - Circle & Straight Lines","High","A straight line z(1+i)+z̄(1-i)=4 divides the disk |z-3|≤1 into two areas; circle-and-line geometry.","Let the curve $z(1+i) + \bar{z}(1-i) = 4, z \in C$, divide the region $|z - 3| \leq 1$ into two parts of areas $\alpha$ and $\beta$. Then $|\alpha - \"
"CMPL-096","tag_ma_complex_11","Geometry - Mixed Problems","Medium","|(z-i)/(2z+i)|=1/3 is a circle; then triangle-area condition with its center to find α (circle plus triangle).","Let $\left|\frac{z-i}{2z+i}\right| = \frac{1}{3}, z \in C$, be the equation of a circle with center at $C$. If the area of the triangle, whose vertice"
"CMPL-097","tag_ma_complex_10","Geometry - Circle & Straight Lines","High","Region bounded by disk |z-1|≤2, a line, and Im(z)≥0; area of a circle-line-cut region.","The area (in sq. units) of the region $S = \{z \in C : |z - 1| \leq 2; (z + \bar{z}) + i(z - \bar{z}) \leq 2, \text{Im}(z) \geq 0\}$ is"
"CMPL-098","tag_ma_complex_10","Geometry - Circle & Straight Lines","Medium","Lattice points in a disk |z-1|≤1 with a half-plane |z-5|≤|z-5i| (perpendicular bisector line).","The sum of the square of the modulus of the elements in the set $\{z = a + ib : a, b \in Z, z \in C, |z - 1| \leq 1, |z - 5| \leq |z - 5i|\}$ is _____"
"CMPL-099","tag_ma_complex_10","Geometry - Circle & Straight Lines","High","Intersection of a disk and a half-plane (line z(1+i)+z̄(1-i)≤-8); max/min distance over the region.","Let $P = \{z \in C : |z + 2 - 3i| \leq 1\}$ and $Q = \{z \in C : z(1 + i) + \bar{z}(1 - i) \leq -8\}$. Let in $P \cap Q$, $|z - 3 + 2i|$ be maximum an"
"CMPL-100","tag_ma_complex_8","Geometry - Circle & Perpendicular Bisector","Medium","|z-α|²+|z-β|²=2λ is a circle; relate radius √(λ-1) to |α-β|.","For $\alpha, \beta, z \in C$ and $\lambda > 1$, if $\sqrt{\lambda - 1}$ is the radius of the circle $|z - \alpha|^2 + |z - \beta|^2 = 2\lambda$, then "
"CMPL-101","tag_ma_complex_10","Geometry - Circle & Straight Lines","Medium","Re(w)=0 is a circle and Im(w)=0 is a curve/line intersecting it at A,B; circle-and-line geometry to find AB².","Let $w = z\bar{z} + k_1 z + k_2 iz + \lambda(1 + i), k_1, k_2 \in R$. Let $\text{Re}(w) = 0$ be the circle $C$ of radius 1 in the first quadrant touch"
"CMPL-102","tag_ma_complex_8","Geometry - Circle & Perpendicular Bisector","Medium","|z-z1|²-|z-z2|²=|z1-z2|² reduces to a straight line (perpendicular-foot relation).","Let $z_1 = 2 + 3i$ and $z_2 = 3 + 4i$. The set $S = \{z \in C : |z - z_1|^2 - |z - z_2|^2 = |z_1 - z_2|^2\}$ represents a"
"CMPL-103","tag_ma_complex_8","Geometry - Circle & Perpendicular Bisector","High","|(z-2i)/(z+i)|=2 is an Apollonius circle; find its center.","Let $z$ be a complex number such that $\left|\frac{z - 2i}{z + i}\right| = 2, z \neq -i$. Then $z$ lies on the circle of radius 2 and centre"
"CMPL-104","tag_ma_complex_8","Geometry - Circle & Perpendicular Bisector","Medium","Two circles S_n, T_n; count n for which they don't intersect (circle separation conditions).","For $n \in N$, let $S_n = \{z \in C : |z - 3 + 2i| = \frac{n}{4}\}$ and $T_n = \{z \in C : |z - 2 + 3i| = \frac{1}{n}\}$. Then the number of elements "
"CMPL-105","tag_ma_complex_13","Rotation Theorem","High","Right-angled isosceles triangle OAB with OB hypotenuse; z2 obtained by rotating z1 (rotation theorem).","Let $O$ be the origin and $A$ be the point $z_1 = 1 + 2i$. If $B$ is the point $z_2, \text{Re}(z_2) < 0$, such that $OAB$ is a right angled isosceles "
"CMPL-106","tag_ma_complex_11","Geometry - Mixed Problems","Medium","S2 is a conic/locus condition and S1 a circle; least distance between the two loci (mixed geometry).","Let $S_1 = \{z_1 \in C : |z_1 - 3| = \frac{1}{2}\}$ and $S_2 = \{z_2 \in C : |z_2 - |z_2 + 1|| = |z_2 + |z_2 - 1||\}$. Then, for $z_1 \in S_1$ and $z_"
"CMPL-107","tag_ma_complex_10","Geometry - Circle & Straight Lines","High","Disk |z-3|≤1 intersected with half-plane z(4+3i)+z̄(4-3i)≤24; closest point to 4i.","Let $S = \{z \in C : |z - 3| \leq 1 \text{ and } z(4 + 3i) + \bar{z}(4 - 3i) \leq 24\}$. If $\alpha + i\beta$ is the point in $S$ which is closest to "
"CMPL-108","tag_ma_complex_10","Geometry - Circle & Straight Lines","Medium","Circle through three points and a perpendicularity (line) condition to find arg(z); circle plus line.","Let a circle $C$ in complex plane pass through the points $z_1 = 3 + 4i, z_2 = 4 + 3i$ and $z_3 = 5i$. If $z (\neq z_1)$ is a point on $C$ such that t"
"CMPL-109","tag_ma_complex_9","Geometry - Arc of Circle","High","arg((z+1)/(z-1))=2π/3 is an arc of a circle, intersected with a disk region.","Let $A = \{z \in C : \left|\frac{z+1}{z-1}\right| < 1\}$ and $B = \{z \in C : \text{arg}\left(\frac{z+1}{z-1}\right) = \frac{2\pi}{3}\}$. Then $A \cap"
"CMPL-110","tag_ma_complex_4","Solution of Complex Equation","Medium","Non-real roots of z̄=iz² form a polygon; solve the equation for its roots then find the area.","The area of the polygon, whose vertices are the non-real roots of the equation $\bar{z} = iz^2$ is"
"CMPL-111","tag_ma_complex_8","Geometry - Circle & Perpendicular Bisector","Medium","Count lattice points in an annulus 1<|z-3+2i|<4 (region between two circles).","The number of elements in the set $\{z = a + ib \in C : a, b \in Z \text{ and } 1 < |z - 3 + 2i| < 4\}$ is ________."
"CMPL-112","tag_ma_complex_9","Geometry - Arc of Circle","High","arg(z-1)-arg(z+1)=π/4 is an arc; intersect with circle |z|=3 (number of intersection points).","Let $\text{arg}(z)$ represent the principal argument of the complex number $z$. The, $|z| = 3$ and $\text{arg}(z - 1) - \text{arg}(z + 1) = \frac{\pi}"
"CMPL-113","tag_ma_complex_9","Geometry - Arc of Circle","High","arg((z-1)/(z+1))=π/4 represents an arc of a circle; find center and radius.","The equation $\text{arg}\left(\frac{z-1}{z+1}\right) = \frac{\pi}{4}$ represents a circle with:"
"CMPL-114","tag_ma_complex_8","Geometry - Circle & Perpendicular Bisector","Medium","(z-i)/(z+2i) real is the locus a straight line through the two points (perpendicular-bisector-type / line).","If $S = \{z \in C : \frac{z-i}{z+2i} \in R\}$, then"
"CMPL-115","tag_ma_complex_9","Geometry - Arc of Circle","High","arg((z-2)/(z+2))=π/4 is an arc locus; minimum squared distance from a point.","A point $z$ moves in the complex plane such that $\text{arg}\left(\frac{z-2}{z+2}\right) = \frac{\pi}{4}$, then the minimum value of $|z - 9\sqrt{2} -"
"CMPL-116","tag_ma_complex_8","Geometry - Circle & Perpendicular Bisector","Medium","Disk |z-2-2i|≤1; maximize |3iz+6| (distance to a circle) and read off the attaining point.","If for the complex numbers $z$ satisfying $|z - 2 - 2i| \leq 1$, the maximum value of $|3iz + 6|$ is attained at $a + ib$, then $a + b$ is equal to __"
"CMPL-117","tag_ma_complex_11","Geometry - Mixed Problems","Medium","Re(z²)+2(Im z)²+2Re(z)=0 is a conic/circle; line through its center and a parabola vertex (mixed geometry).","The equation of a circle is $\text{Re}(z^2) + 2(\text{Im}(z))^2 + 2\text{Re}(z) = 0$, where $z = x + iy$. A line which passes through the centre of th"
"CMPL-118","tag_ma_complex_10","Geometry - Circle & Straight Lines","High","Circle |z-3-2i|²=8 intersected with half-planes Re(z)≥5 and |z-z̄|≥8; count points.","Let $C$ be the set of all complex numbers. Let $S_1 = \{z \in C : |z - 3 - 2i|^2 = 8\}$, $S_2 = \{z \in C : \text{Re}(z) \geq 5\}$ and $S_3 = \{z \in "
"CMPL-119","tag_ma_complex_8","Geometry - Circle & Perpendicular Bisector","Medium","|(z+i)/(z-3i)|=1 is a perpendicular bisector line; minimize Re(w) then find n with w^n real.","Let $z$ and $w$ be two complex numbers such that $w = z\bar{z} - 2z + 2$, $\left|\frac{z+i}{z-3i}\right| = 1$ and $\text{Re}(w)$ has minimum value. Th"
"CMPL-120","tag_ma_complex_13","Rotation Theorem","High","Vertices z, iz, z+iz: iz is z rotated 90°; area of the triangle from the rotation configuration.","The area of the triangle with vertices $P(z), Q(iz)$ and $R(z + iz)$ is"
"CMPL-121","tag_ma_complex_8","Geometry - Circle & Perpendicular Bisector","Medium","General equation a|z|²+ᾱz+αz̄+d=0 represents a circle; condition |α|²-ad>0 for a real circle.","If the equation $a|z|^2 + \bar{\alpha}z + \alpha\bar{z} + d = 0$ represents a circle where $\alpha, d$ are real constants then which of the following "
"CMPL-122","tag_ma_complex_11","Geometry - Mixed Problems","High","Roots of z²+az+12=0 form an equilateral triangle with origin; equilateral condition gives |a|.","Let $z_1, z_2$ be the roots of the equation $z^2 + az + 12 = 0$ and $z_1, z_2$ form an equilateral triangle with origin. Then, the value of $|a|$ is _"
"CMPL-123","tag_ma_complex_11","Geometry - Mixed Problems","Medium","|zw|=1 and arg difference π/2 fix z relative to w; area of triangle origin-z-w (geometry from modulus/arg).","Let a complex number be $w = 1 - i\sqrt{3}$. Let another complex number $z$ be such that $|zw| = 1$ and $\text{arg}(z) - \text{arg}(w) = \frac{\pi}{2}"
"CMPL-124","tag_ma_complex_11","Geometry - Mixed Problems","Medium","|Re z|+|Im z|=4 is a square (rhombus) locus; range of |z| over it (geometry of a diamond).","If $z$ is a complex number satisfying $|\text{Re}(z)| + |\text{Im}(z)| = 4$, then $|z|$ cannot be"
"CMPL-125","tag_ma_complex_5","Triangle Inequality","High","Circle |z1|=9 and circle |z2-3-4i|=4; minimum |z1-z2| via distance between circles (triangle inequality).","Let $z_1$ and $z_2$ be two complex numbers satisfying $|z_1| = 9$ and $|z_2 - 3 - 4i| = 4$. Then the minimum value of $|z_1 - z_2|$ is :"
"CMPL-126","tag_ma_complex_13","Rotation Theorem","High","w1,w2 obtained by rotating z1,z2 by ±90° (multiply by ±i); then arg(w1-w2).","Let $w_1$ be the point obtained by the rotation of $z_1 = 5 + 4i$ about the origin through a right angle in the anticlockwise direction, and $w_2$ be "
"CMPL-127","tag_ma_complex_12","Nth Root of Unity","High","Roots of x⁴+x³+x²+x+1=0 are the non-trivial 5th roots of unity; power sum α^2021+... uses ω⁵=1.","If $\alpha, \beta, \gamma, \delta$ are the roots of the equation $x^4 + x^3 + x^2 + x + 1 = 0$, then $\alpha^{2021} + \beta^{2021} + \gamma^{2021} + \"
"CMPL-128","tag_ma_complex_4","Solution of Complex Equation","Medium","Roots of 2z²-3z-2i=0; evaluate a power-sum expression in α,β (algebraic root manipulation).","If $\alpha$ and $\beta$ are the roots of the equation $2z^2 - 3z - 2i = 0$, where $i = \sqrt{-1}$, then $16 \cdot \text{Re}\left(\frac{\alpha^{19} + \"
"CMPL-129","tag_ma_complex_5","Triangle Inequality","Medium","Statement I is a triangle-inequality bound on (|z1|+|z2|)|unit+unit|; the dominant tested concept.","Consider the following two statements : Statement I : For any two non-zero complex numbers $z_1, z_2$, $(|z_1| + |z_2|) |\frac{z_1}{|z_1|} + \frac{z_2"
"CMPL-130","tag_ma_complex_10","Geometry - Circle & Straight Lines","High","Disk |z|≤5 intersected with two half-planes (Im and Re conditions); area of a circular sector region.","Let $S_1 = \{z \in C : |z| \leq 5\}$, $S_2 = \{z \in C : \text{Im}\left(\frac{z + 1 - \sqrt{3}i}{1 - \sqrt{3}i}\right) \geq 0\}$ and $S_3 = \{z \in C "
"CMPL-131","tag_ma_complex_8","Geometry - Circle & Perpendicular Bisector","Medium","Circle |z+2|=1 with an Im-condition on a fraction; find |Re(z+2)| (point on circle).","Let $z$ be a complex number such that $|z + 2| = 1$ and $\text{Im}\left(\frac{z + 1}{z + 2}\right) = \frac{1}{5}$. Then the value of $|\text{Re}(z + 2"
"CMPL-132","tag_ma_complex_3","Properties of Conjugate Modulus and argument","Medium","Compute |z|/arg(z) of a built expression and a count α, then a point-line distance; core is modulus/argument evaluation.","If $\alpha$ denotes the number of solutions of $|1 - i|^x = 2^x$ and $\beta = \left(\frac{|z|}{\text{arg}(z)}\right)$, where $z = \frac{\pi}{4}(1 + i)"
"CMPL-133","tag_ma_complex_2","Algebra of Complex Number - Real & Imaginary","Medium","Expression real (imaginary part zero) defines the locus; plug α-13i/11 to solve for α.","Let $S = \left\{z \in C - \{i, 2i\} : \frac{z^2 + 8iz - 15}{z^2 - 3iz - 2} \in R\right\}$. If $\alpha - \frac{13}{11}i \in S, \alpha \in R - \{0\}$, t"
"CMPL-134","tag_ma_complex_8","Geometry - Circle & Perpendicular Bisector","Medium","(1+ai)/(b+i) unit modulus plus a+ib on circle |z+1|=|2z| (Apollonius circle); combine conditions.","Let $a, b$ be two real numbers such that $ab < 0$. If the complex number $\frac{1 + ai}{b + i}$ is of unit modulus and $a + ib$ lies on the circle $|z"
"CMPL-135","tag_ma_complex_2","Algebra of Complex Number - Real & Imaginary","Medium","Purely imaginary and purely real conditions on two fractions fix α,β; then evaluate a sum.","Let $S$ be the set of all $(\alpha, \beta), \pi < \alpha, \beta < 2\pi$, for which the complex number $\frac{1 - i\sin\alpha}{1 + 2i\sin\alpha}$ is pu"
"CMPL-136","tag_ma_complex_2","Algebra of Complex Number - Real & Imaginary","Medium","Set real part of (1-cosθ+2isinθ)^-1 to 1/5, solve for θ, then evaluate an integral.","If the real part of the complex number $(1 - \cos \theta + 2i \sin \theta)^{-1}$ is $\frac{1}{5}$ for $\theta \in (0, \pi)$, then the value of the int"
"CMPL-137","tag_ma_complex_7","Euler and De Moivre Theorem","High","(-1+i√3)^21/(1-i)^24 and similar evaluated in polar form via De Moivre to get k.","Let $i = \sqrt{-1}$. If $\frac{(-1 + i\sqrt{3})^{21}}{(1 - i)^{24}} + \frac{(1 + i\sqrt{3})^{21}}{(1 + i)^{24}} = k$, and $n = [|k|]$ be the greatest "
"CMPL-138","tag_ma_complex_6","Cube Root of Unity","High","α root of x²+x+1=0 (=ω); sum of (α^k+1/α^k)²=20 uses ω cube-root periodicity to find n.","If $\alpha$ is a root of the equation $x^2 + x + 1 = 0$ and $\sum_{k=1}^n (\alpha^k + \frac{1}{\alpha^k})^2 = 20$, then $n$ is equal to"
"CMPL-139","tag_ma_complex_6","Cube Root of Unity","Medium","Determinant with ω, ω² (cube roots of unity) plus |(z-a)/(z+b)|=1 condition; ω identities drive the count.","Let integers $a, b \in [-3, 3]$ be such that $a + b \neq 0$. Then the number of all possible ordered pairs $(a, b)$, for which $\left|\frac{z - a}{z +"
"CMPL-140","tag_ma_complex_6","Cube Root of Unity","High","Divisibility by x²+x+1 means roots are ω, ω²; substitute cube roots of unity to evaluate P(1).","If $f(x)$ and $g(x)$ are two polynomials such that the polynomial $P(x) = f(x^3) + xg(x^3)$ is divisible by $x^2 + x + 1$, then $P(1)$ is equal to ___"
"CMPL-141","tag_ma_complex_8","Geometry - Circle & Perpendicular Bisector","Medium","|(z1-2z2)/(2-z1z̄2)|=1 is a unit-circle/modulus condition placing z1,z2 on circles.","If $z_1, z_2$ are two distinct complex numbers such that $\left|\frac{z_1 - 2z_2}{2 - z_1\bar{z}_2}\right| = 1$, then"
"CMPL-142","tag_ma_complex_10","Geometry - Circle & Straight Lines","High","Circle |z-1|=1 intersected with a straight line; max/min |z| points then evaluate |√2 z1 - z2|².","Let $S = \{z \in C : |z - 1| = 1 \text{ and } (\sqrt{2}-1)(z + \bar{z}) - i(z - \bar{z}) = 2\sqrt{2}\}$. Let $z_1, z_2 \in S$ be such that $|z_1| = \m"
"CMPL-143","tag_ma_complex_8","Geometry - Circle & Perpendicular Bisector","Medium","Circle C, inverse-distance condition |z1-z0||z2-z0|=1 with collinearity; circle geometry to find |z2|².","Let $C$ be the circle in the complex plane with centre $z_0 = \frac{1}{2}(1 + 3i)$ and radius $r = 1$. Let $z_1 = 1 + i$ and the complex number $z_2$ "
"CMPL-144","tag_ma_complex_10","Geometry - Circle & Straight Lines","Medium","Set A reduces to a line/locus and B is a circle |z+3i|=4; sum over the intersection (circle plus line).","Let $\alpha = 8 - 14i$, $A = \left\{z \in C : \frac{\alpha z - \bar{\alpha}\bar{z}}{z^2 - (\bar{z})^2 - 112i} = 1\right\}$ and $B = \{z \in C : |z + 3"
"CMPL-145","tag_ma_complex_11","Geometry - Mixed Problems","Medium","z+1/z for |z|=4 traces an ellipse C2; compare with circle C1 (conic locus, mixed geometry).","For all $z \in C$ on the curve $C_1 : |z| = 4$, let the locus of the point $z + \frac{1}{z}$ be the curve $C_2$. Then"
"CMPL-146","tag_ma_complex_10","Geometry - Circle & Straight Lines","Medium","Region from |z-1+i|≥|z| (half-plane), |z|<2 (disk), |z+i|=|z-1| (line); range of x (circle/line region).","Let $S = \{z = x + iy : |z - 1 + i| \geq |z|, |z| < 2, |z + i| = |z - 1|\}$. Then the set of all values of $x$, for which $w = 2x + iy \in S$ for some"
"CMPL-147","tag_ma_complex_8","Geometry - Circle & Perpendicular Bisector","Medium","Annulus 1≤|z-(1+i)|≤2 intersected with circle |z-(1-i)|=1; describes the intersection set (circles).","Let $A = \{z \in C : 1 \leq |z - (1 + i)| \leq 2\}$ and $B = \{z \in A : |z - (1 - i)| = 1\}$. Then, $B$"
"CMPL-148","tag_ma_complex_11","Geometry - Mixed Problems","Medium","Circle |z-(4+3i)|=2 intersected with ellipse |z|+|z-4|=6; count intersections (circle plus conic).","The number of points of intersection $|z - (4 + 3i)| = 2$ and $|z| + |z - 4| = 6, z \in C$ is"
"CMPL-149","tag_ma_complex_10","Geometry - Circle & Straight Lines","High","Disk |z-2|≤1 intersected with half-plane (line); min/max |z-4i| points.","Let $S = \{z \in C : |z - 2| \leq 1, z(1 + i) + \bar{z}(1 - i) \leq 2\}$. Let $|z - 4i|$ attains minimum and maximum values, respectively, at $z_1 \in"
"CMPL-150","tag_ma_complex_10","Geometry - Circle & Straight Lines","High","Disk |z-2|≤1 intersected with half-plane z(1+i)+z̄(1-i)≥4; maximize |z-5/2|².","Let $C$ be the set of all complex numbers. Let $S_1 = \{z \in C : |z - 2| \leq 1\}$ and $S_2 = \{z \in C : z(1 + i) + \bar{z}(1 - i) \geq 4\}$. Then, "
"CMPL-151","tag_ma_complex_10","Geometry - Circle & Straight Lines","High","Disk |z-1|≤√2 intersected with two half-planes (Re/Im lines); count elements of the region.","Let $S_1, S_2$ and $S_3$ be three sets defined as $S_1 = \{z \in C : |z - 1| \leq \sqrt{2}\}$, $S_2 = \{z \in C : \text{Re}((1 - i)z) \geq 1\}$ and $S"
"CMPL-152","tag_ma_complex_10","Geometry - Circle & Straight Lines","High","Two lines (given in z, z̄ form) are normals to a circle, a third line is tangent; find radius (circle and lines).","Let the lines $(2 - i)z = (2 + i)\bar{z}$ and $(2 + i)z + (i - 2)\bar{z} - 4i = 0$ ($i^2 = -1$) be normal to a circle $C$. If the line $iz + \bar{z} +"
"CMPL-153","tag_ma_complex_10","Geometry - Circle & Straight Lines","High","Disk |z+5|≤4 intersected with half-plane z(1+i)+z̄(1-i)≥-10; max |z+1|².","Let $z$ be those complex numbers which satisfy $|z + 5| \leq 4$ and $z(1 + i) + \bar{z}(1 - i) \geq -10, i = \sqrt{-1}$. If the maximum value of $|z +"
"CMPL-154","tag_ma_complex_2","Algebra of Complex Number - Real & Imaginary","Medium","Given |z|<1, bound Re(w)/Im(w) of a Mobius expression; real/imaginary-part inequality analysis.","Let $z \in C$ be such that $|z| < 1$. If $w = \frac{5 + 3z}{5(1 - z)}$, then"
"CMPL-155","tag_ma_complex_6","Cube Root of Unity","High","Divisibility by x²+x+1 means ω, ω² are roots; cube-root-of-unity substitution gives divisibility of φ by (x-1).","If $f(x)$ and $g(x)$ are two polynomials such that $\phi(x) = f(x^3) + x\,g(x^3)$ is divisible by $x^2 + x + 1$, then"
"CMPL-156","tag_ma_complex_11","Geometry - Mixed Problems","High","|Z1|=|Z2|=|Z3|=1 with sum zero gives an equilateral triangle inscribed in unit circle; its area.","If $|Z_1| = |Z_2| = |Z_3| = 1$ and $Z_1 + Z_2 + Z_3 = 0$, then the area of the triangle whose vertices are $Z_1, Z_2, Z_3$ is"
"CMPL-157","tag_ma_complex_6","Cube Root of Unity","High","|a+bω+cω²|² minimized over distinct integers using cube-root-of-unity expansion to a²+b²+c²-ab-bc-ca.","Let $\omega\,(\neq 1)$ be a cubic root of unity. Then the minimum value of the set $\{\,|a + b\omega + c\omega^2|^2 : a, b, c \text{ are distinct non-"
"CMPL-158","tag_ma_complex_3","Properties of Conjugate Modulus and argument","Medium","2z1/3z2 purely imaginary forces a perpendicularity; |(z1-z2)/(z1+z2)|=1 via modulus property.","If $z_1, z_2$ are complex numbers such that $\frac{2z_1}{3z_2}$ is a purely imaginary number, then the value of $\left|\frac{z_1 - z_2}{z_1 + z_2}\rig"
"CMPL-159","tag_ma_complex_7","Euler and De Moivre Theorem","Medium","cosθ+isinθ root of a real polynomial; the imaginary-part sum vanishes via De Moivre/conjugate-root symmetry.","If $\cos\theta + i\sin\theta$, $\theta \in \mathbb{R}$, is a root of the equation $a_0 x^n + a_1 x^{n-1} + \cdots + a_{n-1}x + a_n = 0$, $a_0, a_1, \l"
"CMPL-160","tag_ma_complex_11","Geometry - Mixed Problems","High","Roots of z²+az+b=0 with origin form an equilateral triangle; condition a²=3b (equilateral-triangle geometry).","If $z_1$ and $z_2$ be the two roots of the equation $z^2 + az + b = 0$, $a^2 < 4b$, then the origin, $z_1$ and $z_2$ form an equilateral triangle if"
"CMPL-161","tag_ma_complex_10","Geometry - Circle & Straight Lines","Medium","Reflection of the line āz+az̄=0 in the real axis; straight-line transformation in complex form.","Reflection of the line $\bar{a}z + a\bar{z} = 0$ in the real axis is given by"
"CMPL-162","tag_ma_complex_13","Rotation Theorem","High","Square vertices in order; z3 found by rotating sides 90° (rotation theorem for a square).","If the vertices of a square are $z_1, z_2, z_3$ and $z_4$ taken in the anti-clockwise order, then $z_3 =$"
"CMPL-163","tag_ma_complex_3","Properties of Conjugate Modulus and argument","Medium","|(z1+z2)/(z1-z2)|=1 implies z1/z2 is purely imaginary or zero via modulus/perpendicularity property.","If $z_1$ and $z_2$ are two complex numbers satisfying $\left|\frac{z_1 + z_2}{z_1 - z_2}\right| = 1$, then $\frac{z_1}{z_2}$ may be"
"CMPL-164","tag_ma_complex_4","Solution of Complex Equation","Medium","z^(1/3)=p+iq relation cubed and matched to z=x-iy; solving for the combination of parts.","If $z = x - iy$ and $z^{1/3} = p + iq$ $(x, y, p, q \in \mathbb{R})$, then the value of $\frac{\left(\frac{x}{p} + \frac{y}{q}\right)}{(p^2 + q^2)}$ i"
"CMPL-165","tag_ma_complex_9","Geometry - Arc of Circle","Medium","Disk |z-25i|≤15; max minus min arg(z) is the angle subtended by tangents from origin to the circle.","If $|z - 25i| \leq 15$, then $\text{Maximum }\arg(z) - \text{Minimum }\arg(z)$ is equal to"
"CMPL-166","tag_ma_complex_3","Properties of Conjugate Modulus and argument","High","Tests principal-argument addition/subtraction properties for products and quotients.","Let $z_1$ and $z_2$ be two non-zero complex numbers. Then"
"CMPL-167","tag_ma_complex_3","Properties of Conjugate Modulus and argument","Medium","For |z|=1, z/(1-z²)=1/(1/z - z) is purely imaginary; locus on Y-axis via conjugate/modulus property.","If $ |z| = 1$ and $ z \ne \pm 1$, then all the points representing $ \frac{z}{1 - z^2}$ lie on"
"CMPL-168","tag_ma_complex_3","Properties of Conjugate Modulus and argument","Medium","Compare |z|=|w| with z²=w²; relation B⊂A reasoned via modulus equality of squares.","Let $ C$ denote the set of all complex numbers. Define $ A = \{(z, w) \mid z, w \in C \text{ and } |z| = |w|\}$, $ B = \{(z, w) \mid z, w \in C \text{"
"CMPL-169","tag_ma_complex_4","Solution of Complex Equation","Medium","Solve |z+i|=|z-1| and |z|=2 simultaneously for z (specific complex values).","If $ |z + i| - |z - 1| = |z| - 2 = 0$ for a complex number $ z$, then $ z$ is equal to"
